scientificName,Article,Article_secondary_same_data,Evidence_category,Evidence_effect,Evidence_method,Study_rodent_final,Exclude_row,Sample_size_greater_than_1,Predation_type,Sample_size_nests_monitored,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Island_name,Archipelago,Region,Country,Study_notes,Study_ID,Reported_study_rodent,Study_rodent_notes,key
Pterodroma phaeopygia,"Cruz-Delgado, F., Gonzalez, J.A. and Wiedenfeld, D.A., 2010. Breeding biology of the Critically Endangered Gálapagos Petrel Pterodroma phaeopygia on San Cristóbal Island: conservation and management implications. Bird Conservation International, 20(3), pp.306-319.",NA,Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks",53,1,49,0,NA,NA,NA,NA,San Cristóbal Island,-0.86750000000000005,-89.436400000000006,san cristobal,Galapagos Islands,Pacific Ocean - North East,Ecuador,"""Overall reproductive success in 53 monitored nests, estimated using the Mayfield method, was 23.6%, being 63.8% for eggs and 37.1% for chicks (Table 2). Rat predation caused the loss of a total of 10 eggs and 16 chicks, and was the main cause of reproductive failure (72.2%). All the chicks predated by rats were less than 21 days old, indicating that the first three weeks after hatching are probably when they are most vulnerable. No losses could be attributed to rat predation after that age.""",352,Rattus,Rodent species assigned according to IUCN attribution,Pterodroma phaeopygia_Rattus rattus
Pterodroma phaeopygia,"Cruz-Delgado, F., Gonzalez, J.A. and Wiedenfeld, D.A., 2010. Breeding biology of the Critically Endangered Gálapagos Petrel Pterodroma phaeopygia on San Cristóbal Island: conservation and management implications. Bird Conservation International, 20(3), pp.306-319.",NA,Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks",53,1,49,0,NA,NA,NA,NA,San Cristóbal Island,-0.86750000000000005,-89.436400000000006,san cristobal,Galapagos Islands,Pacific Ocean - North East,Ecuador,"""Overall reproductive success in 53 monitored nests, estimated using the Mayfield method, was 23.6%, being 63.8% for eggs and 37.1% for chicks (Table 2). Rat predation caused the loss of a total of 10 eggs and 16 chicks, and was the main cause of reproductive failure (72.2%). All the chicks predated by rats were less than 21 days old, indicating that the first three weeks after hatching are probably when they are most vulnerable. No losses could be attributed to rat predation after that age.""",352,Rattus,Rodent species assigned according to IUCN attribution,Pterodroma phaeopygia_Rattus norvegicus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks",NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."" / ""Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""",355,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus rattus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks",NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."" / ""Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""",355,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus norvegicus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Predation,Predation,Predation,Rattus exulans,,,"Eggs, chicks",NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."" / ""Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""",355,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus exulans
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Lethal program,Reproductive success,Temporal,Rattus rattus,,,NA,NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""",356,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus rattus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Lethal program,Reproductive success,Temporal,Rattus norvegicus,,,NA,NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""",356,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus norvegicus
Pterodroma sandwichensis,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Lethal program,Reproductive success,Temporal,Rattus exulans,,,NA,NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""",356,Rattus,Rodent species determined from literature review (Table SX),Pterodroma sandwichensis_Rattus exulans
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Predation,Predation,Predation,Rattus exulans,,,"Eggs, chicks, adults",NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."" / ""Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""",369,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus exulans
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks, adults",NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."" / ""Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""",369,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus rattus
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks, adults",NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""We confirmed 309 endangered sea- birds as killed by introduced predators over the 7‐year study period, consisting of 57 Newell's shearwaters, 208 Hawaiian petrels, and 44 unidentified procellariids. Of the 309 dep- redations, 110 (35.6%) were by cats, 155 (50.2%) by black rats, 32 by pigs (10.4%), and 12 (3.9%) by barn owl."" / ""Figure 2. Age classes of Newell's shearwater and Hawaiian petrel (both species combined) targeted by different introduced predators""",369,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus norvegicus
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Lethal program,Reproductive success,Temporal,Rattus exulans,,,NA,NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""",370,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus exulans
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Lethal program,Reproductive success,Temporal,Rattus rattus,,,NA,NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""",370,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus rattus
Puffinus newelli,"Raine, A.F., Driskill, S., Vynne, M., Harvey, D. and Pias, K., 2020. Managing the effects of introduced predators on Hawaiian endangered seabirds. The Journal of Wildlife Management, 84(3), pp.425-435.",NA,Lethal program,Reproductive success,Temporal,Rattus norvegicus,,,NA,NA,1,,0,NA,NA,NA,NA,Kauai,22.096399999999999,-159.52610000000001,kauai,Hawaiian Islands,Pacific Ocean - North East,United States,"""To consider the overall effectiveness of predator control, we compared the percentage change in reproductive success rate at monitored burrows at each site in the first year of monitoring (yr zero) with the most recent year when predator control operations were most refined (yr 2017). Reproductive success rate increased at all sites by a mean of 48.5% (range = 22.5–100.0%) for Hawaiian petrel and 35.8% (28.8% and 42.9%, respectively, for the 2 sites with monitored burrows of this species) for Newell's shearwater....The percentage of burrows depredated in 2017 was significantly lower than in year zero for cats (percent change; −68.1%, χ12 = 5.03, P = 0.025), black rats (percent change; −86.2%, χ12 = 23.21, P ≤ 0.001), and pigs (percent change; −100.0%, χ12 = 15.09, P ≤ 0.001; Fig. 3)""",370,Rattus,Rodent species assigned according to IUCN attribution,Puffinus newelli_Rattus norvegicus
